"Year","Month","Day","Venue","Place","Country","LatLng","Date"
1961,"July",16,"Blair Hall","Liverpool","England","53.4356384:-2.9718876",1961-07-16
1961,"July",17,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-07-17
1961,"July",17,"Litherland Town Hall","Liverpool","England","53.4711189:-3.0018158",1961-07-17
1961,"July",19,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-07-19
1961,"July",19,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-07-19
1961,"July",20,"St John's Hall","Liverpool","England","53.4245377:-2.9301605",1961-07-20
1961,"July",21,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-07-21
1961,"July",21,"Aintree Institute","Liverpool","England","53.464901:-2.9569075",1961-07-21
1961,"July",22,"Holyoake Hall","Liverpool","England","53.3893242:-2.918525",1961-07-22
1961,"July",23,"Blair Hall","Liverpool","England","53.4356384:-2.9718876",1961-07-23
1961,"July",24,"Litherland Town Hall","Liverpool","England","53.4711189:-3.0018158",1961-07-24
1961,"July",25,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-07-25
1961,"July",25,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-07-25
1961,"July",26,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-07-26
1961,"July",27,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-07-27
1961,"July",27,"St John's Hall","Liverpool","England","53.4245377:-2.9301605",1961-07-27
1961,"July",28,"Aintree Institute","Liverpool","England","53.464901:-2.9569075",1961-07-28
1961,"July",29,"Blair Hall","Liverpool","England","53.4356384:-2.9718876",1961-07-29
1961,"July",30,"Blair Hall","Liverpool","England","53.4356384:-2.9718876",1961-07-30
1961,"July",31,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-07-31
1961,"July",31,"Litherland Town Hall","Liverpool","England","53.4711189:-3.0018158",1961-07-31
1961,"Aug",2,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-02
1961,"Aug",2,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-02
1961,"Aug",3,"St John's Hall","Liverpool","England","53.4245377:-2.9301605",1961-08-03
1961,"Aug",4,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-04
1961,"Aug",4,"Aintree Institute","Liverpool","England","53.464901:-2.9569075",1961-08-04
1961,"Aug",5,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-05
1961,"Aug",6,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1961-08-06
1961,"Aug",7,"Litherland Town Hall","Liverpool","England","53.4711189:-3.0018158",1961-08-07
1961,"Aug",8,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-08
1961,"Aug",9,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-09
1961,"Aug",10,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-10
1961,"Aug",10,"St John's Hall","Liverpool","England","53.4245377:-2.9301605",1961-08-10
1961,"Aug",11,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-11
1961,"Aug",12,"Aintree Institute","Liverpool","England","53.464901:-2.9569075",1961-08-12
1961,"Aug",13,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1961-08-13
1961,"Aug",14,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-14
1961,"Aug",16,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-16
1961,"Aug",17,"St John's Hall","Liverpool","England","53.4245377:-2.9301605",1961-08-17
1961,"Aug",18,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-18
1961,"Aug",18,"Aintree Institute","Liverpool","England","53.464901:-2.9569075",1961-08-18
1961,"Aug",19,"Aintree Institute","Liverpool","England","53.464901:-2.9569075",1961-08-19
1961,"Aug",20,"Hambleton Hall","Liverpool","England","53.4238358:-2.862644",1961-08-20
1961,"Aug",21,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-21
1961,"Aug",23,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-23
1961,"Aug",23,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-23
1961,"Aug",24,"St John's Hall","Liverpool","England","53.4245377:-2.9301605",1961-08-24
1961,"Aug",25,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-25
1961,"Aug",25,"Riverboat Shuffle","River Mersey","England","53.4074326:-3.0063915",1961-08-25
1961,"Aug",26,"Aintree Institute","Liverpool","England","53.464901:-2.9569075",1961-08-26
1961,"Aug",27,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1961-08-27
1961,"Aug",28,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-28
1961,"Aug",29,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-29
1961,"Aug",30,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-08-30
1961,"Aug",31,"St John's Hall","Liverpool","England","53.4245377:-2.9301605",1961-08-31
1961,"Sep",1,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-01
1961,"Sep",1,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-01
1961,"Sep",2,"Aintree Institute","Liverpool","England","53.464901:-2.9569075",1961-09-02
1961,"Sep",3,"Hambleton Hall","Liverpool","England","53.4238358:-2.862644",1961-09-03
1961,"Sep",5,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-05
1961,"Sep",6,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-06
1961,"Sep",7,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-07
1961,"Sep",7,"Litherland Town Hall","Liverpool","England","53.4711189:-3.0018158",1961-09-07
1961,"Sep",8,"St John's Hall","Liverpool","England","53.4245377:-2.9301605",1961-09-08
1961,"Sep",9,"Aintree Institute","Liverpool","England","53.464901:-2.9569075",1961-09-09
1961,"Sep",10,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1961-09-10
1961,"Sep",11,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-11
1961,"Sep",13,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-13
1961,"Sep",13,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-13
1961,"Sep",14,"Litherland Town Hall","Liverpool","England","53.4711189:-3.0018158",1961-09-14
1961,"Sep",15,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-15
1961,"Sep",15,"Grosvenor Ballroom","Wallasey","England","53.4191704:-3.0398252",1961-09-15
1961,"Sep",15,"Knotty Ash Village Hall","Liverpool","England","53.4178886:-2.8939574",1961-09-15
1961,"Sep",16,"Aintree Institute","Liverpool","England","53.464901:-2.9569075",1961-09-16
1961,"Sep",17,"Hambleton Hall","Liverpool","England","53.4238358:-2.862644",1961-09-17
1961,"Sep",19,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-19
1961,"Sep",20,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-20
1961,"Sep",21,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-21
1961,"Sep",21,"Litherland Town Hall","Liverpool","England","53.4711189:-3.0018158",1961-09-21
1961,"Sep",22,"Knotty Ash Village Hall","Liverpool","England","53.4178886:-2.8939574",1961-09-22
1961,"Sep",23,"Aintree Institute","Liverpool","England","53.464901:-2.9569075",1961-09-23
1961,"Sep",24,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1961-09-24
1961,"Sep",25,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-25
1961,"Sep",27,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-27
1961,"Sep",27,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-27
1961,"Sep",28,"Litherland Town Hall","Liverpool","England","53.4711189:-3.0018158",1961-09-28
1961,"Sep",29,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-09-29
1961,"Sep",29,"Knotty Ash Village Hall","Liverpool","England","53.4178886:-2.8939574",1961-09-29
1961,"Oct",15,"Albany Cinema","Liverpool","England","53.5008926:-2.944926",1961-10-15
1961,"Oct",15,"Hambleton Hall","Liverpool","England","53.4238358:-2.862644",1961-10-15
1961,"Oct",17,"David Lewis Club","Liverpool","England","53.3953438:-2.975353",1961-10-17
1961,"Oct",18,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-10-18
1961,"Oct",18,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-10-18
1961,"Oct",18,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-10-18
1961,"Oct",19,"Litherland Town Hall","Liverpool","England","53.4711189:-3.0018158",1961-10-19
1961,"Oct",20,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-10-20
1961,"Oct",20,"Knotty Ash Village Hall","Liverpool","England","53.4178886:-2.8939574",1961-10-20
1961,"Oct",21,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-10-21
1961,"Oct",22,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1961-10-22
1961,"Oct",24,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-10-24
1961,"Oct",25,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-10-25
1961,"Oct",26,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-10-26
1961,"Oct",27,"Knotty Ash Village Hall","Liverpool","England","53.4178886:-2.8939574",1961-10-27
1961,"Oct",28,"Aintree Institute","Liverpool","England","53.464901:-2.9569075",1961-10-28
1961,"Oct",29,"Hambleton Hall","Liverpool","England","53.4238358:-2.862644",1961-10-29
1961,"Oct",30,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-10-30
1961,"Oct",31,"Litherland Town Hall","Liverpool","England","53.4711189:-3.0018158",1961-10-31
1961,"Nov",1,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-01
1961,"Nov",1,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-01
1961,"Nov",3,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-03
1961,"Nov",4,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-04
1961,"Nov",7,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-07
1961,"Nov",7,"Merseyside Civil Service Club","Liverpool","England","53.4057503:-2.9910655",1961-11-07
1961,"Nov",7,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-07
1961,"Nov",8,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-08
1961,"Nov",9,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-09
1961,"Nov",9,"Litherland Town Hall","Liverpool","England","53.4711189:-3.0018158",1961-11-09
1961,"Nov",10,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1961-11-10
1961,"Nov",10,"Knotty Ash Village Hall","Liverpool","England","53.4178886:-2.8939574",1961-11-10
1961,"Nov",11,"Aintree Institute","Liverpool","England","53.464901:-2.9569075",1961-11-11
1961,"Nov",12,"Hambleton Hall","Liverpool","England","53.4238358:-2.862644",1961-11-12
1961,"Nov",13,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-13
1961,"Nov",14,"Merseyside Civil Service Club","Liverpool","England","53.4057503:-2.9910655",1961-11-14
1961,"Nov",14,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-14
1961,"Nov",15,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-15
1961,"Nov",15,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-15
1961,"Nov",17,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-17
1961,"Nov",17,"Knotty Ash Village Hall","Liverpool","England","53.4178886:-2.8939574",1961-11-17
1961,"Nov",18,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-18
1961,"Nov",19,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1961-11-19
1961,"Nov",21,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-21
1961,"Nov",21,"Merseyside Civil Service Club","Liverpool","England","53.4057503:-2.9910655",1961-11-21
1961,"Nov",22,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-22
1961,"Nov",23,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-23
1961,"Nov",24,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1961-11-24
1961,"Nov",24,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1961-11-24
1961,"Nov",26,"Hambleton Hall","Liverpool","England","53.4238358:-2.862644",1961-11-26
1961,"Nov",27,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-27
1961,"Nov",28,"Merseyside Civil Service Club","Liverpool","England","53.4057503:-2.9910655",1961-11-28
1961,"Nov",29,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-29
1961,"Nov",29,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-11-29
1961,"Dec",1,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-01
1961,"Dec",1,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1961-12-01
1961,"Dec",2,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-02
1961,"Dec",3,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1961-12-03
1961,"Dec",5,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-05
1961,"Dec",6,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-06
1961,"Dec",8,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-08
1961,"Dec",8,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1961-12-08
1961,"Dec",9,"Palais Ballroom","Aldershot","England","51.2479134:-0.7717359",1961-12-09
1961,"Dec",10,"Blue Gardenia Club","London","England","51.5144806:-0.1337752",1961-12-10
1961,"Dec",10,"Hambleton Hall","Liverpool","England","53.4238358:-2.862644",1961-12-10
1961,"Dec",11,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-11
1961,"Dec",13,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-13
1961,"Dec",13,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-13
1961,"Dec",15,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-15
1961,"Dec",15,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1961-12-15
1961,"Dec",16,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-16
1961,"Dec",17,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1961-12-17
1961,"Dec",18,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-18
1961,"Dec",19,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-19
1961,"Dec",20,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-20
1961,"Dec",21,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-21
1961,"Dec",23,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-23
1961,"Dec",26,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1961-12-26
1961,"Dec",27,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-27
1961,"Dec",29,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-29
1961,"Dec",30,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1961-12-30
1962,"Jan",3,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-03
1962,"Jan",3,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-03
1962,"Jan",5,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-05
1962,"Jan",6,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-06
1962,"Jan",7,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-01-07
1962,"Jan",9,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-09
1962,"Jan",10,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-10
1962,"Jan",11,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-11
1962,"Jan",12,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-12
1962,"Jan",12,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-01-12
1962,"Jan",13,"Hambleton Hall","Liverpool","England","53.4238358:-2.862644",1962-01-13
1962,"Jan",14,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-01-14
1962,"Jan",15,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-15
1962,"Jan",17,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-17
1962,"Jan",17,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-17
1962,"Jan",19,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-19
1962,"Jan",19,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-01-19
1962,"Jan",20,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-20
1962,"Jan",21,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-01-21
1962,"Jan",22,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-22
1962,"Jan",22,"Kingsway Club","Southport","England","53.6457329:-3.0121887",1962-01-22
1962,"Jan",24,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-24
1962,"Jan",24,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-24
1962,"Jan",26,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-26
1962,"Jan",26,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-26
1962,"Jan",26,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-01-26
1962,"Jan",27,"Aintree Institute","Liverpool","England","53.464901:-2.9569075",1962-01-27
1962,"Jan",28,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-01-28
1962,"Jan",29,"Kingsway Club","Southport","England","53.6457329:-3.0121887",1962-01-29
1962,"Jan",30,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-30
1962,"Jan",31,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-01-31
1962,"Feb",1,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-01
1962,"Feb",1,"Thistle Cafe","West Kirby","England","53.3714256:-3.1845734",1962-02-01
1962,"Feb",2,"Oasis Club","Manchester","England","53.479126:-2.2461798",1962-02-02
1962,"Feb",3,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-03
1962,"Feb",4,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-02-04
1962,"Feb",5,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-05
1962,"Feb",5,"Kingsway Club","Southport","England","53.6457329:-3.0121887",1962-02-05
1962,"Feb",7,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-07
1962,"Feb",7,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-07
1962,"Feb",9,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-09
1962,"Feb",9,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-09
1962,"Feb",9,"Technical College Hall","Birkenhead","England","53.3792076:-3.0341952",1962-02-09
1962,"Feb",10,"St Paul's Presbyterian Church Hall","Birkenhead","England","53.3784637:-3.0291529",1962-02-10
1962,"Feb",11,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-02-11
1962,"Feb",13,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-13
1962,"Feb",14,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-14
1962,"Feb",15,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-15
1962,"Feb",15,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-02-15
1962,"Feb",16,"Technical College Hall","Birkenhead","England","53.3792076:-3.0341952",1962-02-16
1962,"Feb",16,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-02-16
1962,"Feb",17,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-17
1962,"Feb",18,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-02-18
1962,"Feb",19,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-19
1962,"Feb",20,"Floral Hall","Southport","England","53.6520195:-3.0062146",1962-02-20
1962,"Feb",21,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-21
1962,"Feb",21,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-21
1962,"Feb",23,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-23
1962,"Feb",23,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-02-23
1962,"Feb",23,"Technical College Hall","Birkenhead","England","53.3792076:-3.0341952",1962-02-23
1962,"Feb",24,"YMCA","Hoylake","England","53.3967323:-3.1730478",1962-02-24
1962,"Feb",24,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-24
1962,"Feb",25,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-02-25
1962,"Feb",26,"Kingsway Club","Southport","England","53.6457329:-3.0121887",1962-02-26
1962,"Feb",27,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-27
1962,"Feb",28,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-02-28
1962,"Mar",1,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-01
1962,"Mar",1,"Storyville Jazz Club","Liverpool","England","53.4069786:-2.9878736",1962-03-01
1962,"Mar",2,"St John's Hall","Bootle","England","53.4455795:-2.9951262",1962-03-02
1962,"Mar",2,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-03-02
1962,"Mar",3,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-03
1962,"Mar",4,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-03-04
1962,"Mar",5,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-05
1962,"Mar",5,"Kingsway Club","Southport","England","53.6457329:-3.0121887",1962-03-05
1962,"Mar",6,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-06
1962,"Mar",8,"Storyville Jazz Club","Liverpool","England","53.4069786:-2.9878736",1962-03-08
1962,"Mar",9,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-09
1962,"Mar",9,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-09
1962,"Mar",10,"St Paul's Presbyterian Church Hall","Birkenhead","England","53.3784637:-3.0291529",1962-03-10
1962,"Mar",11,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-03-11
1962,"Mar",12,"Kingsway Club","Southport","England","53.6457329:-3.0121887",1962-03-12
1962,"Mar",13,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-13
1962,"Mar",14,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-14
1962,"Mar",15,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-15
1962,"Mar",15,"Storyville Jazz Club","Liverpool","England","53.4069786:-2.9878736",1962-03-15
1962,"Mar",16,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-16
1962,"Mar",17,"Knotty Ash Village Hall","Liverpool","England","53.4178886:-2.8939574",1962-03-17
1962,"Mar",18,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-03-18
1962,"Mar",19,"Kingsway Club","Southport","England","53.6457329:-3.0121887",1962-03-19
1962,"Mar",20,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-20
1962,"Mar",21,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-21
1962,"Mar",22,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-22
1962,"Mar",23,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-23
1962,"Mar",23,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-23
1962,"Mar",24,"Heswall Jazz Club","Wirral","England","53.341217:-3.0823302",1962-03-24
1962,"Mar",25,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-03-25
1962,"Mar",26,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-26
1962,"Mar",28,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-28
1962,"Mar",28,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-28
1962,"Mar",29,"Odd Spot Club","Liverpool","England","53.4024887:-2.9768162",1962-03-29
1962,"Mar",30,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-30
1962,"Mar",30,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-03-30
1962,"Mar",31,"Subscription Rooms","Stroud","England","51.7449265:-2.2171059",1962-03-31
1962,"Apr",1,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-04-01
1962,"Apr",2,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-04-02
1962,"Apr",2,"Pavilion Theatre","Liverpool","England","53.3978462:-2.950017",1962-04-02
1962,"Apr",4,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-04-04
1962,"Apr",4,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-04-04
1962,"Apr",5,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-04-05
1962,"Apr",6,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-04-06
1962,"Apr",6,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1962-04-06
1962,"Apr",7,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1962-04-07
1962,"Apr",7,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-04-07
1962,"Apr",8,"Casbah Coffee Club","Liverpool","England","53.4319992:-2.9123344",1962-04-08
1962,"Apr",13,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-13
1962,"Apr",14,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-14
1962,"Apr",15,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-15
1962,"Apr",16,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-16
1962,"Apr",17,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-17
1962,"Apr",18,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-18
1962,"Apr",19,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-19
1962,"Apr",21,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-21
1962,"Apr",22,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-22
1962,"Apr",23,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-23
1962,"Apr",24,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-24
1962,"Apr",25,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-25
1962,"Apr",26,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-26
1962,"Apr",27,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-27
1962,"Apr",28,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-28
1962,"Apr",29,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-29
1962,"Apr",30,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-04-30
1962,"May",1,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-01
1962,"May",2,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-02
1962,"May",3,"Star-Club","Hamburg","Germany","53.5512581:9.9576826",1962-05-03
